positive_ratings,owners,average_playtime,median_playtime,price
95,750000.0,437,633,6.99
39,75000.0,22,22,3.99
82,75000.0,0,0,3.99
68,150000.0,0,0,3.99
94,75000.0,1,1,5.99
94,3500000.0,1029,988,19.99
92,3500000.0,293,301,19.99
41,75000.0,3,3,6.99
100,10000.0,0,0,4.99
66,10000.0,0,0,6.99
40,10000.0,0,0,6.99
83,10000.0,0,0,6.99
85,10000.0,0,0,6.99
71,10000.0,0,0,4.99
75,10000.0,0,0,4.99
96,10000.0,0,0,6.99
66,10000.0,0,0,6.99
68,10000.0,0,0,6.99
83,10000.0,0,0,4.99
85,10000.0,0,0,6.99
87,10000.0,0,0,6.99
86,150000.0,130,257,6.99
88,350000.0,72,101,6.99
59,3500000.0,1772,126,14.99
72,1500000.0,307,436,14.99
81,350000.0,1024,1024,14.99
90,3500000.0,712,537,19.99
95,3500000.0,1848,1033,6.99
90,35000.0,0,0,1.99
90,150000.0,8,8,1.99
94,3500000.0,173,41,14.99
54,150000.0,0,0,9.99
91,350000.0,1177,1177,4.99
44,350000.0,112,112,6.99
69,150000.0,36,36,6.99
91,3500000.0,518,268,12.49
70,35000.0,25,25,3.99
67,350000.0,185,244,14.99
46,75000.0,11,16,2.99
66,1500000.0,434,472,14.99
88,150000.0,3,3,6.99
83,35000.0,229,229,6.99
35,75000.0,14,14,3.49
74,350000.0,284,380,7.99
32,150000.0,8,8,6.99
84,150000.0,0,0,6.99
85,150000.0,1,1,6.99
76,750000.0,11,11,7.99
66,75000.0,0,0,6.99
87,35000.0,0,0,6.99
57,75000.0,33,33,0.0
26,10000.0,0,0,6.99
48,75000.0,0,0,4.99
76,75000.0,127,127,4.99
76,150000.0,30,45,4.99
77,150000.0,161,254,3.99
78,75000.0,0,0,6.99
86,150000.0,151,151,6.99
86,350000.0,133,133,3.99
89,350000.0,1595,1595,8.59
94,75000.0,137,137,4.99
91,75000.0,85,85,2.99
93,150000.0,707,1382,3.99
80,350000.0,31,31,6.99
70,35000.0,12,12,7.19
77,350000.0,101,101,3.99
78,150000.0,132,227,6.99
73,150000.0,0,0,3.99
79,75000.0,0,0,6.99
65,75000.0,0,0,3.99
81,350000.0,78,141,6.99
86,750000.0,149,202,6.99
58,75000.0,241,241,3.99
80,75000.0,0,0,3.99
91,350000.0,30,30,11.99
61,150000.0,10,10,5.59
39,75000.0,0,0,4.99
87,750000.0,292,365,7.19
50,35000.0,0,0,2.09
74,35000.0,0,0,3.99
84,35000.0,0,0,7.19
83,35000.0,16,16,6.99
57,75000.0,0,0,4.49
59,350000.0,1244,2481,13.99
86,350000.0,409,412,0.0
51,350000.0,28,28,4.49
49,150000.0,1054,1054,8.99
34,150000.0,5,5,13.99
83,35000.0,0,0,3.99
56,350000.0,2,4,11.99
45,350000.0,81,81,19.99
72,750000.0,22,22,5.99
77,1500000.0,28,39,3.49
91,1500000.0,1993,1205,9.99
69,3500000.0,201,168,14.99
53,1500000.0,932,1552,29.99
74,150000.0,4,5,4.99
90,1500000.0,191,214,19.99
83,1500000.0,172,150,6.99
66,350000.0,189,214,0.79
56,350000.0,242,265,0.79
37,350000.0,46,46,0.79
75,35000.0,387,387,5.79
83,35000.0,0,0,14.99
96,1500000.0,76,74,3.99
96,350000.0,764,1136,12.99
74,150000.0,53,53,6.49
75,35000.0,0,0,0.79
87,750000.0,689,1285,10.99
81,350000.0,67,89,6.99
85,350000.0,2,4,4.99
50,350000.0,23,46,5.59
43,350000.0,11,13,5.59
83,150000.0,5,5,7.19
79,75000.0,0,0,14.99
81,350000.0,17,22,5.59
83,350000.0,6,8,5.59
88,150000.0,0,0,5.59
92,750000.0,165,169,0.0
86,350000.0,72,100,6.99
75,150000.0,210,220,0.79
94,15000000.0,7089,3885,9.99
64,75000.0,0,0,0.0
77,350000.0,1,1,14.99
32,35000.0,28,55,8.99
88,150000.0,0,0,7.99
44,35000.0,0,0,14.99
65,150000.0,112,112,7.99
64,35000.0,0,0,6.99
95,350000.0,85,158,4.25
28,35000.0,104,104,11.99
76,75000.0,123,123,6.99
74,75000.0,0,0,3.49
90,350000.0,97,97,6.99
88,150000.0,0,0,3.99
93,150000.0,0,0,3.99
95,150000.0,0,0,3.99
96,150000.0,205,263,6.99
83,75000.0,0,0,7.19
81,35000.0,0,0,2.99
88,350000.0,1329,1329,6.99
87,750000.0,200,181,7.99
61,75000.0,155,155,10.99
89,1500000.0,153,166,7.19
83,750000.0,413,533,6.99
89,35000.0,0,0,3.99
75,35000.0,0,0,6.99
84,350000.0,193,193,6.99
60,350000.0,106,180,3.99
62,350000.0,180,205,0.79
94,75000.0,78,78,2.79
83,75000.0,5,5,2.79
84,75000.0,23,23,2.79
69,150000.0,191,191,3.99
73,10000.0,0,0,1.49
75,75000.0,54,54,7.19
31,35000.0,58,58,6.99
91,750000.0,177,143,6.99
50,35000.0,0,0,2.09
84,350000.0,121,158,11.39
54,35000.0,0,0,2.89
94,750000.0,79,100,6.99
91,150000.0,68,68,2.79
87,750000.0,123,184,6.99
87,350000.0,82,82,6.99
92,350000.0,0,0,14.99
77,150000.0,254,254,6.99
77,350000.0,152,153,5.99
93,350000.0,255,284,8.99
94,150000.0,12,12,0.0
60,75000.0,20,20,4.79
87,3500000.0,284,303,3.99
86,1500000.0,158,186,0.79
61,350000.0,280,280,11.39
61,350000.0,9,9,7.99
62,10000.0,0,0,6.99
90,350000.0,229,402,6.99
76,350000.0,53,53,6.99
83,10000.0,0,0,6.99
89,10000.0,0,0,6.99
91,35000.0,0,0,6.99
87,350000.0,1070,1903,6.99
68,350000.0,7,7,4.39
82,750000.0,183,227,18.99
90,350000.0,148,148,4.99
83,750000.0,158,275,9.99
52,150000.0,0,0,1.99
78,75000.0,101,155,4.79
94,750000.0,800,1302,3.49
60,75000.0,0,0,3.99
25,150000.0,0,0,10.99
59,10000.0,0,0,6.99
85,750000.0,18,28,9.99
48,75000.0,0,0,3.99
33,35000.0,0,0,3.99
88,750000.0,21,32,6.99
83,3500000.0,275,64,0.0
80,350000.0,107,214,0.0
93,10000.0,0,0,95.99
77,150000.0,96,127,7.99
68,35000.0,0,0,6.99
87,750000.0,252,170,19.99
96,1500000.0,159,195,7.99
81,35000.0,21,21,7.99
82,750000.0,297,256,7.19
72,35000.0,0,0,7.99
74,75000.0,112,112,2.99
70,35000.0,0,0,2.99
68,10000.0,0,0,4.99
84,750000.0,140,147,1.59
74,3500000.0,263,98,0.79
76,350000.0,101,186,7.99
45,75000.0,8,8,4.79
79,150000.0,0,0,1.59
77,75000.0,0,0,6.99
88,3500000.0,902,211,29.99
97,7500000.0,5585,1840,6.99
61,75000.0,17,17,0.79
79,350000.0,65,74,6.99
96,3500000.0,391,234,11.39
91,750000.0,225,282,6.99
84,750000.0,30,26,0.0
92,750000.0,351,388,0.0
89,3500000.0,18823,3621,29.99
94,150000.0,11,11,3.99
31,75000.0,0,0,10.59
83,350000.0,607,607,6.99
59,350000.0,7,7,0.0
88,350000.0,21,25,14.99
86,750000.0,658,701,9.99
70,75000.0,0,0,6.99
91,3500000.0,239,228,11.39
82,3500000.0,176,208,19.99
77,10000.0,0,0,6.99
60,35000.0,0,0,3.99
77,7500000.0,1273,543,0.0
62,35000.0,0,0,14.99
74,75000.0,0,0,6.99
67,75000.0,0,0,0.0
53,35000.0,0,0,3.99
73,35000.0,0,0,3.99
62,35000.0,0,0,3.99
85,1500000.0,428,478,19.99
55,10000.0,0,0,4.99
67,10000.0,0,0,6.99
81,150000.0,199,199,3.99
46,150000.0,27,29,3.99
84,750000.0,527,527,6.99
81,350000.0,13,13,6.99
90,3500000.0,183,135,10.99
95,3500000.0,1849,567,3.99
62,7500000.0,3835,302,0.0
55,3500000.0,107,75,0.0
92,350000.0,219,227,6.99
89,350000.0,238,238,6.99
82,150000.0,21,31,10.99
45,75000.0,17,17,3.99
66,150000.0,0,0,3.99
67,150000.0,2,3,3.99
70,750000.0,698,953,19.99
86,350000.0,613,534,18.99
60,35000.0,0,0,6.99
84,350000.0,162,220,6.99
40,75000.0,0,0,3.99
69,35000.0,0,0,5.19
77,35000.0,61,61,4.99
46,10000.0,0,0,22.99
85,1500000.0,445,259,10.99
62,75000.0,0,0,6.99
83,3500000.0,3531,64,0.0
61,75000.0,0,0,3.99
95,3500000.0,1554,618,14.99
62,75000.0,991,991,7.99
50,350000.0,9,9,5.59
48,75000.0,0,0,5.59
58,35000.0,4,4,9.99
94,3500000.0,1470,1049,14.99
36,150000.0,3,3,14.99
34,150000.0,0,0,9.99
94,3500000.0,1037,508,14.99
95,750000.0,150,152,10.99
94,150000.0,0,0,0.0
91,75000.0,0,0,0.0
86,75000.0,0,0,0.0
92,75000.0,0,0,0.0
90,150000.0,0,0,0.0
58,35000.0,8,8,0.0
72,350000.0,2,2,0.0
72,750000.0,548,604,0.0
74,350000.0,145,145,15.49
83,350000.0,109,149,10.99
51,750000.0,18,18,3.99
13,75000.0,0,0,6.99
13,350000.0,19,19,6.99
75,750000.0,247,281,3.99
95,3500000.0,429,244,11.99
89,1500000.0,539,630,14.99
84,750000.0,1153,1306,12.49
44,150000.0,76,76,14.99
74,750000.0,13,17,14.99
54,150000.0,0,0,7.99
60,10000.0,31,31,4.99
82,75000.0,17,17,3.99
85,10000.0,0,0,5.19
96,35000.0,5,5,10.99
72,150000.0,149,270,7.19
86,150000.0,9,9,7.19
71,1500000.0,71,123,6.19
42,75000.0,0,0,3.99
84,3500000.0,524,400,39.99
90,3500000.0,650,400,14.99
95,7500000.0,527,475,14.99
90,150000.0,189,189,7.19
77,3500000.0,89,24,0.0
82,350000.0,593,798,6.99
86,150000.0,27,27,12.99
81,75000.0,0,0,3.99
86,750000.0,115,136,18.99
76,350000.0,577,1121,5.99
76,150000.0,42,61,10.99
85,750000.0,639,1242,9.99
88,3500000.0,1366,272,29.99
86,350000.0,290,566,26.99
89,75000.0,87,124,4.79
92,750000.0,494,555,6.99
78,750000.0,73,65,4.99
83,1500000.0,464,531,14.99
85,350000.0,1904,1904,14.99
83,750000.0,125,160,0.79
72,350000.0,89,89,6.99
88,750000.0,129,123,6.99
84,3500000.0,999,490,0.0
88,750000.0,233,305,6.99
96,3500000.0,1094,306,9.99
82,35000.0,0,0,6.99
81,75000.0,0,0,6.99
93,350000.0,2974,2974,11.39
25,350000.0,0,0,6.99
85,10000.0,0,0,7.99
89,350000.0,540,629,10.99
26,10000.0,0,0,22.99
65,150000.0,115,115,5.59
92,3500000.0,507,393,30.99
62,75000.0,60,60,7.99
53,35000.0,182,182,0.79
88,350000.0,29,29,8.99
57,75000.0,0,0,6.99
75,35000.0,0,0,6.99
62,35000.0,0,0,6.99
53,35000.0,0,0,6.99
97,3500000.0,749,565,7.99
91,350000.0,1371,1371,25.99
86,1500000.0,188,146,9.99
80,35000.0,0,0,14.99
52,75000.0,0,0,6.99
64,75000.0,26,26,4.79
69,350000.0,64,64,9.99
83,350000.0,1,1,14.99
78,35000.0,0,0,3.99
73,750000.0,20,20,0.0
86,350000.0,275,275,11.99
59,150000.0,0,0,9.99
91,75000.0,94,94,6.99
82,150000.0,126,126,6.99
81,75000.0,0,0,4.99
91,750000.0,207,197,6.99
84,1500000.0,207,136,5.59
65,75000.0,0,0,14.99
84,75000.0,0,0,0.0
80,75000.0,0,0,3.99
94,75000.0,0,0,3.99
97,750000.0,212,242,6.0
83,3500000.0,120,107,0.0
58,10000.0,0,0,1.59
74,35000.0,541,541,6.99
90,150000.0,183,183,7.19
75,35000.0,0,0,6.99
91,3500000.0,1279,1094,10.99
96,1500000.0,200,233,6.99
71,750000.0,557,804,0.0
84,1500000.0,441,172,0.0
37,350000.0,260,259,6.99
83,350000.0,82,108,2.99
60,35000.0,0,0,7.99
79,75000.0,0,0,7.99
92,350000.0,218,249,6.99
93,1500000.0,421,320,10.99
94,750000.0,314,362,10.99
51,35000.0,0,0,6.99
73,3500000.0,640,101,0.0
72,150000.0,70,111,2.79
94,150000.0,635,635,9.99
95,350000.0,826,1234,12.99
48,75000.0,97,108,1.99
86,75000.0,147,171,4.79
92,75000.0,127,141,4.79
70,350000.0,504,504,1.99
50,150000.0,133,139,4.99
92,350000.0,266,497,8.59
94,75000.0,219,219,3.99
82,350000.0,3,3,3.99
55,350000.0,92,97,6.99
45,35000.0,0,0,1.59
96,350000.0,16,20,7.99
62,10000.0,0,0,3.99
33,75000.0,0,0,2.79
84,350000.0,321,321,6.19
30,35000.0,0,0,7.99
69,750000.0,220,263,7.99
58,75000.0,0,0,6.99
80,1500000.0,1102,352,0.0
83,750000.0,644,985,14.99
92,150000.0,0,0,6.99
21,10000.0,30,30,11.99
89,350000.0,1623,2887,14.99
61,350000.0,209,281,10.99
89,3500000.0,990,774,7.19
83,75000.0,411,476,10.99
64,75000.0,0,0,6.99
80,75000.0,0,0,6.99
92,75000.0,0,0,6.99
71,1500000.0,1266,1296,15.99
80,350000.0,105,105,6.99
69,10000.0,0,0,6.99
70,350000.0,1042,1421,10.99
90,350000.0,716,716,10.99
85,3500000.0,538,443,0.0
84,75000.0,167,167,10.99
91,3500000.0,275,295,3.99
52,150000.0,237,237,22.99
55,150000.0,136,196,22.99
58,1500000.0,266,307,39.99
89,350000.0,373,465,6.99
82,35000.0,0,0,6.99
59,350000.0,84,84,0.0
75,35000.0,0,0,3.99
93,150000.0,167,167,7.19
22,35000.0,487,487,9.99
64,75000.0,121,121,3.99
78,350000.0,57,77,14.99
55,35000.0,0,0,6.99
83,35000.0,0,0,6.99
61,750000.0,250,267,39.99
68,1500000.0,199,229,14.99
61,150000.0,130,130,3.99
48,350000.0,24,24,11.99
50,35000.0,0,0,10.99
88,150000.0,21,23,6.99
86,750000.0,93,128,11.39
62,10000.0,0,0,1.59
91,75000.0,170,170,6.99
71,350000.0,135,210,2.89
90,10000.0,0,0,14.99
90,3500000.0,293,203,11.39
91,35000.0,33,33,8.59
91,150000.0,316,592,6.99
83,750000.0,630,674,29.99
81,75000.0,47,47,7.19
45,1500000.0,43,24,9.99
92,75000.0,58,96,6.99
85,350000.0,300,390,6.99
58,75000.0,0,0,6.99
89,75000.0,0,0,10.99
83,350000.0,134,180,4.99
79,750000.0,307,415,9.99
86,350000.0,69,83,3.99
59,3500000.0,81,42,0.0
52,150000.0,152,283,3.99
91,750000.0,230,325,4.99
94,350000.0,1584,1584,4.99
80,75000.0,0,0,4.99
76,35000.0,239,239,3.99
90,3500000.0,3556,2055,11.99
81,35000.0,0,0,6.99
57,10000.0,1350,1350,14.99
73,350000.0,361,361,5.59
79,150000.0,98,99,6.99
92,75000.0,219,219,6.99
75,3500000.0,4623,113,0.0
75,35000.0,268,268,4.99
71,1500000.0,408,249,0.0
72,750000.0,48,48,0.0
80,3500000.0,892,300,0.0
65,350000.0,229,325,12.49
96,3500000.0,1111,633,6.99
52,75000.0,290,357,4.79
64,35000.0,0,0,9.99
89,1500000.0,34,39,0.0
86,350000.0,0,0,1.69
88,350000.0,988,1031,14.99
53,10000.0,0,0,10.99
60,10000.0,0,0,0.0
83,750000.0,805,1188,5.99
85,750000.0,30,49,0.0
97,3500000.0,1045,628,25.99
82,750000.0,1149,1600,6.99
49,10000.0,0,0,6.99
62,10000.0,0,0,15.49
50,350000.0,22,32,6.99
88,750000.0,39,59,4.79
66,350000.0,408,408,12.49
89,750000.0,217,193,6.99
73,350000.0,239,248,5.59
74,3500000.0,139,39,0.0
92,1500000.0,563,720,29.99
79,350000.0,128,155,4.99
77,75000.0,71,71,5.59
86,150000.0,159,226,5.59
85,75000.0,222,222,5.59
61,75000.0,0,0,15.49
60,150000.0,0,0,3.99
95,150000.0,0,0,11.99
93,750000.0,245,317,9.99
84,350000.0,315,479,2.99
86,350000.0,254,462,6.99
76,750000.0,189,174,17.99
46,150000.0,0,0,7.19
70,3500000.0,5760,1287,29.99
83,350000.0,85,143,6.49
76,1500000.0,2258,1086,0.0
91,350000.0,62,62,17.99
67,1500000.0,645,408,0.0
50,10000.0,0,0,29.99
77,350000.0,423,470,5.59
79,350000.0,92,151,3.99
82,750000.0,572,720,10.99
47,75000.0,5,5,6.99
67,150000.0,654,654,6.99
67,350000.0,21,21,1.99
74,350000.0,156,190,10.99
83,150000.0,0,0,6.99
54,35000.0,58,58,3.99
30,350000.0,273,284,4.99
73,750000.0,194,283,0.0
40,350000.0,1,1,0.0
71,350000.0,526,420,4.99
94,35000.0,458,458,6.99
79,150000.0,35,35,3.99
22,35000.0,0,0,10.99
67,1500000.0,71,106,0.0
63,35000.0,0,0,7.99
89,35000.0,0,0,15.49
93,75000.0,9,9,3.99
88,10000.0,0,0,4.99
80,350000.0,342,342,11.99
71,350000.0,143,74,10.99
81,10000.0,0,0,6.99
88,10000.0,0,0,6.99
68,350000.0,280,343,10.99
93,750000.0,246,470,10.99
69,35000.0,0,0,2.89
86,35000.0,0,0,6.99
64,350000.0,269,269,7.99
68,750000.0,148,135,0.0
71,150000.0,0,0,6.99
69,350000.0,317,355,14.99
86,75000.0,0,0,3.99
51,35000.0,0,0,14.99
92,750000.0,57,90,10.99
81,150000.0,8368,8368,14.99
82,7500000.0,1051,150,0.0
96,350000.0,899,1365,10.99
72,750000.0,299,303,6.99
84,15000000.0,3975,890,7.49
80,750000.0,172,190,6.99
78,75000.0,0,0,4.99
91,1500000.0,630,390,14.99
71,35000.0,0,0,9.99
84,750000.0,61,65,6.99
70,350000.0,348,403,14.99
43,10000.0,0,0,3.99
97,3500000.0,380,237,6.99
90,75000.0,84,84,7.19
83,75000.0,8,8,7.19
73,350000.0,95245,190489,0.0
82,7500000.0,675,293,18.99
73,350000.0,36,48,6.99
64,350000.0,29,29,0.0
53,750000.0,13,13,4.79
81,750000.0,2511,70,14.99
82,350000.0,384,378,0.0
95,1500000.0,176,181,14.99
91,350000.0,170,268,15.99
87,350000.0,9,16,5.59
91,1500000.0,3651,1539,19.99
87,350000.0,303,327,5.99
76,350000.0,501,508,16.99
90,3500000.0,9223,351,29.99
89,3500000.0,836,794,16.99
91,750000.0,705,1357,11.39
83,10000.0,0,0,15.49
93,1500000.0,533,558,23.99
82,150000.0,663,694,2.09
42,150000.0,0,0,22.99
94,750000.0,405,465,52.99
92,350000.0,227,418,15.99
94,750000.0,72,81,5.99
84,350000.0,338,233,6.99
83,350000.0,136,166,2.99
63,150000.0,140,140,3.99
25,150000.0,2365,4713,9.99
78,1500000.0,1602,1245,19.99
60,3500000.0,7235,2798,33.99
90,150000.0,0,0,10.99
93,750000.0,177,246,6.99
94,7500000.0,1569,619,14.99
81,150000.0,3601,3601,10.99
96,1500000.0,140,130,1.99
91,750000.0,6704,7089,25.99
86,350000.0,217,217,9.99
84,150000.0,0,0,17.99
91,3500000.0,170,132,9.99
73,150000.0,186,247,5.59
70,10000.0,0,0,1.99
84,150000.0,0,0,10.99
92,150000.0,0,0,10.99
83,750000.0,683,764,23.99
48,35000.0,0,0,0.0
61,350000.0,43,43,0.0
76,75000.0,144,286,12.39
79,750000.0,1293,195,6.99
88,750000.0,1069,1254,14.99
90,3500000.0,712,245,6.99
88,750000.0,451,451,14.99
86,350000.0,117,85,1.99
86,35000.0,0,0,6.99
55,750000.0,408,484,24.99
79,750000.0,177,217,10.99
90,10000.0,0,0,3.99
76,35000.0,0,0,10.99
70,35000.0,269,269,3.99
34,75000.0,0,0,3.99
76,35000.0,0,0,11.99
95,1500000.0,257,172,6.99
41,35000.0,0,0,6.99
77,150000.0,171,171,11.99
85,3500000.0,3830,74,0.0
86,150000.0,76,99,7.49
76,3500000.0,2343,3454,0.0
88,150000.0,124,124,9.99
88,350000.0,880,880,18.99
74,150000.0,0,0,0.0
78,35000.0,0,0,6.99
89,7500000.0,2661,180,0.0
87,350000.0,522,81,4.99
90,350000.0,91,91,8.49
92,750000.0,174,250,11.99
78,350000.0,261,261,10.99
76,3500000.0,953,324,0.0
32,10000.0,0,0,6.99
44,35000.0,470,470,22.99
91,1500000.0,144,198,6.99
95,150000.0,564,943,4.99
31,350000.0,76,76,5.99
58,350000.0,414,420,14.99
72,350000.0,77,128,4.99
72,350000.0,50,93,4.99
81,750000.0,25,29,4.99
86,750000.0,20,20,4.99
75,750000.0,10,10,4.99
57,750000.0,1995,1995,4.99
94,1500000.0,128,155,10.99
92,350000.0,124,152,6.99
93,3500000.0,461,308,10.99
85,350000.0,319,390,10.99
87,750000.0,3,3,4.99
82,750000.0,34,34,4.99
48,150000.0,75,75,6.99
56,750000.0,157,207,14.99
72,3500000.0,2086,438,11.99
67,350000.0,413,370,0.0
70,750000.0,69,100,10.99
91,3500000.0,407,56,0.0
73,75000.0,0,0,6.99
62,350000.0,0,0,3.99
58,75000.0,0,0,10.99
77,150000.0,1508,1508,19.99
91,150000.0,0,0,11.99
61,350000.0,155,155,19.99
77,350000.0,180,207,6.99
48,35000.0,0,0,7.99
93,10000.0,1642,1642,15.49
79,750000.0,984,861,22.99
76,750000.0,199,264,23.79
69,75000.0,142,142,10.99
97,150000.0,234,394,6.99
60,75000.0,0,0,10.99
93,350000.0,158,158,10.99
87,350000.0,365,450,10.99
20,150000.0,33,33,14.99
89,350000.0,229,229,6.99
87,350000.0,203,305,0.0
96,7500000.0,4942,1413,14.99
77,75000.0,0,0,6.99
65,150000.0,289,381,5.59
89,150000.0,333,414,3.99
89,150000.0,147,147,9.99
68,75000.0,0,0,14.99
89,150000.0,27,34,7.99
73,35000.0,105,105,7.19
53,350000.0,272,272,18.99
57,10000.0,0,0,6.99
40,35000.0,16,16,6.99
65,15000000.0,1752,76,0.0
89,750000.0,1475,465,0.0
71,350000.0,1610,2874,19.49
85,750000.0,569,703,14.99
83,750000.0,276,238,22.99
49,150000.0,0,0,0.0
92,150000.0,15,28,10.99
78,750000.0,778,1135,38.99
69,150000.0,440,440,5.59
80,150000.0,3793,5675,16.99
89,150000.0,329,411,7.19
81,150000.0,0,0,11.99
64,75000.0,200,204,1.99
57,10000.0,0,0,14.99
58,75000.0,58,58,5.99
44,35000.0,0,0,6.99
67,150000.0,267,444,9.99
86,75000.0,507,507,16.99
83,10000.0,0,0,9.99
60,75000.0,0,0,14.99
88,350000.0,126,139,1.99
82,150000.0,297,297,11.39
71,150000.0,0,0,6.99
83,350000.0,471,581,22.99
95,150000.0,494,494,10.99
94,350000.0,120,150,19.49
35,75000.0,0,0,0.0
91,35000000.0,5845,394,0.0
47,35000.0,0,0,10.99
81,350000.0,583,875,10.99
36,10000.0,0,0,3.99
90,350000.0,96,112,16.99
49,75000.0,184,184,6.99
57,350000.0,62,62,4.49
70,35000.0,217,217,6.99
77,350000.0,99,101,6.99
56,350000.0,19,28,7.49
95,750000.0,129,184,11.99
82,350000.0,0,0,18.99
60,75000.0,252,252,10.99
72,150000.0,0,0,17.99
73,3500000.0,1846,277,14.99
34,75000.0,339,339,3.99
84,350000.0,709,1175,7.99
79,1500000.0,315,426,3.99
66,1500000.0,272,273,14.99
87,3500000.0,2967,957,19.99
76,750000.0,90,129,10.99
72,350000.0,346,346,11.99
82,350000.0,137,180,1.49
83,750000.0,271,271,11.39
60,750000.0,259,233,24.99
83,750000.0,6516,9562,8.59
49,150000.0,2,2,15.99
86,150000.0,0,0,7.99
37,35000.0,0,0,11.99
92,3500000.0,319,227,29.99
91,350000.0,260,347,6.99
84,150000.0,196,196,6.99
27,35000.0,0,0,11.39
74,150000.0,0,0,3.99
88,1500000.0,249,201,12.49
84,750000.0,282,343,19.99
83,75000.0,4,4,6.99
85,150000.0,217,217,4.99
89,35000.0,0,0,1.59
93,3500000.0,1472,717,23.79
83,350000.0,237,283,6.99
66,35000.0,82,82,0.0
83,150000.0,102,102,6.99
93,150000.0,887,1307,19.49
82,1500000.0,266,258,6.99
88,350000.0,203,298,3.99
75,750000.0,533,486,18.99
89,350000.0,1756,2026,22.99
92,350000.0,392,342,9.99
80,350000.0,706,908,19.99
90,3500000.0,1030,699,15.99
84,150000.0,168,168,4.99
79,750000.0,77,112,3.99
93,75000.0,101,173,26.99
64,75000.0,66,66,1.99
69,350000.0,0,0,0.0
80,35000.0,10,10,6.99
32,75000.0,0,0,6.99
85,750000.0,117,126,8.99
61,150000.0,63,122,7.19
76,1500000.0,232,282,23.39
88,1500000.0,278,240,10.99
90,750000.0,1360,2404,14.99
67,10000.0,0,0,0.0
84,150000.0,128,128,6.99
78,75000.0,258,258,10.99
75,350000.0,218,262,3.99
56,35000.0,83,83,3.99
84,750000.0,324,418,11.99
88,150000.0,121,143,3.99
93,150000.0,232,232,3.99
58,750000.0,28,33,0.0
75,150000.0,739,739,6.99
58,75000.0,221,221,7.19
51,350000.0,19,19,0.0
92,750000.0,863,870,19.99
77,10000.0,0,0,7.19
79,1500000.0,1200,608,22.99
83,750000.0,669,820,16.99
74,150000.0,1364,2708,6.99
83,75000.0,0,0,3.99
76,350000.0,36,37,3.99
81,350000.0,507,507,10.99
83,75000.0,0,0,6.99
90,150000.0,0,0,18.99
97,75000.0,1107,1107,6.99
53,10000.0,0,0,8.99
96,1500000.0,370,247,11.99
73,3500000.0,523,217,0.0
57,75000.0,84,84,22.99
69,750000.0,326,292,26.99
81,10000.0,0,0,1.99
60,350000.0,112,159,6.95
79,15000000.0,4200,297,0.0
88,1500000.0,2377,3041,29.99
95,350000.0,67,73,7.99
60,35000.0,0,0,14.99
60,10000.0,9,9,7.99
38,350000.0,80,89,3.99
71,350000.0,1433,1433,14.99
80,350000.0,87,115,11.49
22,75000.0,5,5,6.99
83,1500000.0,8138,4572,34.99
98,35000.0,0,0,6.99
46,35000.0,0,0,7.19
75,1500000.0,796,54,0.0
73,35000.0,0,0,18.99
81,150000.0,0,0,17.99
67,35000.0,34,34,14.99
54,75000.0,1,1,10.99
81,350000.0,315,342,1.69
85,350000.0,240,313,11.99
89,150000.0,157,186,3.99
93,35000.0,75,75,6.99
83,350000.0,335,335,18.99
68,350000.0,545,765,7.19
72,150000.0,272,272,10.99
95,1500000.0,353,352,15.49
60,350000.0,2380,2380,4.99
71,35000.0,0,0,16.99
89,750000.0,164,188,18.74
91,1500000.0,947,875,12.99
90,150000.0,37,37,6.99
79,1500000.0,321,331,22.99
93,750000.0,256,404,6.99
37,350000.0,0,0,10.99
72,750000.0,6,6,0.0
95,3500000.0,751,166,15.49
77,1500000.0,198,166,10.99
71,1500000.0,366,374,6.99
97,3500000.0,774,289,10.99
91,75000.0,0,0,5.59
74,35000.0,0,0,6.99
66,150000.0,274,274,20.99
14,75000.0,0,0,10.99
43,150000.0,68,95,3.99
74,350000.0,249,285,6.99
54,150000.0,178,178,14.99
92,15000000.0,5263,492,0.0
95,3500000.0,674,214,6.99
89,750000.0,288,279,6.99
94,35000.0,0,0,11.99
80,350000.0,138,138,10.99
92,3500000.0,2033,1299,24.99
70,1500000.0,276,192,19.99
66,3500000.0,100,123,14.99
83,350000.0,732,732,24.99
84,350000.0,63,76,6.99
86,75000.0,0,0,7.19
79,10000.0,0,0,29.99
93,150000.0,132,171,3.99
95,1500000.0,807,492,6.99
72,75000.0,1264,1264,14.99
64,1500000.0,2218,1617,0.0
90,10000.0,0,0,6.99
83,10000.0,0,0,6.99
90,75000.0,316,316,14.99
71,75000.0,0,0,6.99
61,35000.0,201,201,6.99
79,1500000.0,169,208,5.79
82,750000.0,564,624,23.79
92,75000.0,637,637,6.99
51,10000.0,0,0,24.99
91,350000.0,102,150,7.19
92,150000.0,464,464,19.99
88,10000.0,444,444,5.79
93,150000.0,266,378,7.19
89,150000.0,950,1522,6.99
67,350000.0,657,725,25.99
93,1500000.0,769,644,10.99
66,150000.0,0,0,6.99
48,150000.0,103,178,10.99
75,10000.0,0,0,6.99
89,350000.0,239,249,16.99
87,1500000.0,3234,1761,16.99
57,350000.0,391,424,9.99
52,75000.0,0,0,18.99
64,75000.0,0,0,6.99
69,350000.0,87,87,18.99
82,750000.0,243,248,24.99
95,750000.0,682,491,9.29
